review_year,app_name,score_not_recommend
2014.0,IL-2 Sturmovik: 1946,0.6666666666666667
2015.0,IL-2 Sturmovik: 1946,-0.3333333333333333
2010.0,Killing Floor,-0.25914634146341464
2011.0,Killing Floor,-0.25914634146341464
2012.0,Killing Floor,-0.25914634146341464
2013.0,Killing Floor,-0.25914634146341464
2014.0,Killing Floor,5.740853658536586
2015.0,Killing Floor,0.7408536585365854
2010.0,King's Bounty: The Legend,-1.0
2010.0,Left 4 Dead 2,-0.3297442799461642
2011.0,Left 4 Dead 2,-0.3297442799461642
2012.0,Left 4 Dead 2,-0.3297442799461642
2013.0,Left 4 Dead 2,2.6702557200538357
2014.0,Left 4 Dead 2,8.670255720053836
2015.0,Left 4 Dead 2,2.6702557200538357
2010.0,Machinarium,-1.0
2013.0,Machinarium,-1.0
2014.0,Machinarium,-1.0
2015.0,Machinarium,-1.0
2010.0,Madballs in Babo:Invasion,0.5
2015.0,Madballs in Babo:Invasion,1.5
2010.0,Mirror's Edge™,-0.3108108108108108
2012.0,Mirror's Edge™,-0.3108108108108108
2013.0,Mirror's Edge™,0.6891891891891893
2014.0,Mirror's Edge™,3.689189189189189
2015.0,Mirror's Edge™,0.6891891891891893
2010.0,Mount & Blade: Warband,-0.39712918660287083
2011.0,Mount & Blade: Warband,-0.39712918660287083
2012.0,Mount & Blade: Warband,-0.39712918660287083
2013.0,Mount & Blade: Warband,-0.39712918660287083
2014.0,Mount & Blade: Warband,0.6028708133971292
2015.0,Mount & Blade: Warband,1.6028708133971292
2010.0,Osmos,0.0
2014.0,Osmos,0.0
2010.0,Portal,-0.4019607843137255
2011.0,Portal,-0.4019607843137255
2012.0,Portal,-0.4019607843137255
2013.0,Portal,-0.4019607843137255
2014.0,Portal,-0.4019607843137255
2015.0,Portal,-0.4019607843137255
2010.0,Prototype™,-0.6666666666666666
2012.0,Prototype™,-0.6666666666666666
2013.0,Prototype™,-0.6666666666666666
2014.0,Prototype™,-0.6666666666666666
2015.0,Prototype™,-0.6666666666666666
2010.0,Recettear: An Item Shop's Tale,-0.46153846153846156
2013.0,Recettear: An Item Shop's Tale,-0.46153846153846156
2014.0,Recettear: An Item Shop's Tale,-0.46153846153846156
2015.0,Recettear: An Item Shop's Tale,-0.46153846153846156
2010.0,STAR WARS™ - Knights of the Old Republic™,-0.4074074074074074
2011.0,STAR WARS™ - Knights of the Old Republic™,-0.4074074074074074
2012.0,STAR WARS™ - Knights of the Old Republic™,-0.4074074074074074
2013.0,STAR WARS™ - Knights of the Old Republic™,-0.4074074074074074
2014.0,STAR WARS™ - Knights of the Old Republic™,1.5925925925925926
2015.0,STAR WARS™ - Knights of the Old Republic™,0.5925925925925926
2010.0,Sid Meier's Civilization® III Complete,-0.6
2013.0,Sid Meier's Civilization® III Complete,-0.6
2014.0,Sid Meier's Civilization® III Complete,-0.6
2010.0,Sid Meier's Civilization® V,-0.486404833836858
2011.0,Sid Meier's Civilization® V,-0.486404833836858
2012.0,Sid Meier's Civilization® V,-0.486404833836858
2013.0,Sid Meier's Civilization® V,-0.486404833836858
2014.0,Sid Meier's Civilization® V,1.513595166163142
2015.0,Sid Meier's Civilization® V,3.513595166163142
2010.0,Sol Survivor,0.0
2014.0,Sol Survivor,0.0
2010.0,Super Meat Boy,-0.16666666666666666
2011.0,Super Meat Boy,-0.16666666666666666
2012.0,Super Meat Boy,-0.16666666666666666
2013.0,Super Meat Boy,-0.16666666666666666
2014.0,Super Meat Boy,-0.16666666666666666
2015.0,Super Meat Boy,2.8333333333333335
2010.0,Supreme Commander 2,-0.5789473684210527
2011.0,Supreme Commander 2,-0.5789473684210527
2012.0,Supreme Commander 2,-0.5789473684210527
2013.0,Supreme Commander 2,-0.5789473684210527
2014.0,Supreme Commander 2,0.42105263157894735
2015.0,Supreme Commander 2,-0.5789473684210527
2010.0,Team Fortress 2,0.5944775311315647
2011.0,Team Fortress 2,1.5944775311315647
2012.0,Team Fortress 2,0.5944775311315647
2013.0,Team Fortress 2,11.594477531131565
2014.0,Team Fortress 2,27.594477531131563
2015.0,Team Fortress 2,31.594477531131563
2010.0,Tom Clancy's Splinter Cell Chaos Theory®,-0.8
2014.0,Tom Clancy's Splinter Cell Chaos Theory®,-0.8
2015.0,Tom Clancy's Splinter Cell Chaos Theory®,-0.8
2010.0,Trackmania United Forever Star Edition,-1.0
2014.0,Trackmania United Forever Star Edition,0.0
2010.0,Train Simulator,-0.26666666666666666
2012.0,Train Simulator,-0.26666666666666666
2013.0,Train Simulator,-0.26666666666666666
2014.0,Train Simulator,3.7333333333333334
2015.0,Train Simulator,3.7333333333333334
2010.0,Worms Reloaded,-0.6363636363636364
2011.0,Worms Reloaded,-0.6363636363636364
2012.0,Worms Reloaded,-0.6363636363636364
2013.0,Worms Reloaded,-0.6363636363636364
2014.0,Worms Reloaded,-0.6363636363636364
2015.0,Worms Reloaded,-0.6363636363636364
2010.0,eversion,-1.0
2013.0,eversion,-1.0
2014.0,eversion,-1.0
2011.0,3D Ultra™ Minigolf Adventures,1.0
2011.0,A.R.E.S.: Extinction Agenda,-0.5
2014.0,A.R.E.S.: Extinction Agenda,-0.5
2011.0,APB Reloaded,-0.24031007751937986
2012.0,APB Reloaded,-0.24031007751937986
2013.0,APB Reloaded,3.75968992248062
2014.0,APB Reloaded,11.75968992248062
2015.0,APB Reloaded,12.75968992248062
2011.0,APOX,-1.0
2011.0,AaAaAA!!! - A Reckless Disregard for Gravity,0.0
2015.0,AaAaAA!!! - A Reckless Disregard for Gravity,0.0
2011.0,Age of Chivalry,-0.5555555555555556
2012.0,Age of Chivalry,-0.5555555555555556
2013.0,Age of Chivalry,-0.5555555555555556
2014.0,Age of Chivalry,-0.5555555555555556
2011.0,Age of Wonders,-1.0
2011.0,Aliens vs. Predator™,-0.23076923076923078
2012.0,Aliens vs. Predator™,0.7692307692307692
2013.0,Aliens vs. Predator™,0.7692307692307692
2014.0,Aliens vs. Predator™,0.7692307692307692
2015.0,Aliens vs. Predator™,-0.23076923076923078
2011.0,Altitude,0.0
2014.0,Altitude,0.0
2015.0,Altitude,0.0
2011.0,And Yet It Moves,2.6666666666666665
2015.0,And Yet It Moves,0.6666666666666666
2011.0,Anomaly: Warzone Earth,0.5
2014.0,Anomaly: Warzone Earth,1.5
2011.0,Arma 2: Operation Arrowhead,-0.5056179775280899
2012.0,Arma 2: Operation Arrowhead,-0.5056179775280899
2013.0,Arma 2: Operation Arrowhead,-0.5056179775280899
2014.0,Arma 2: Operation Arrowhead,1.49438202247191
2015.0,Arma 2: Operation Arrowhead,1.49438202247191
2011.0,Assassin’s Creed® Brotherhood,-0.5
2014.0,Assassin’s Creed® Brotherhood,-0.5
2015.0,Assassin’s Creed® Brotherhood,1.5
2011.0,Atom Zombie Smasher,-1.0
2012.0,Atom Zombie Smasher,-1.0
2011.0,BIT.TRIP RUNNER,-0.3
2013.0,BIT.TRIP RUNNER,-0.3
2014.0,BIT.TRIP RUNNER,4.7
2015.0,BIT.TRIP RUNNER,-0.3
2011.0,BRINK,0.125
2012.0,BRINK,0.125
2014.0,BRINK,1.125
2015.0,BRINK,2.125
2011.0,Bastion,-0.6447368421052632
2012.0,Bastion,-0.6447368421052632
2013.0,Bastion,-0.6447368421052632
2014.0,Bastion,-0.6447368421052632
2015.0,Bastion,-0.6447368421052632
2011.0,Battlefield: Bad Company™ 2,-0.28888888888888886
2013.0,Battlefield: Bad Company™ 2,-0.28888888888888886
2014.0,Battlefield: Bad Company™ 2,2.7111111111111112
2015.0,Battlefield: Bad Company™ 2,1.7111111111111112
2011.0,Beat Hazard,-0.6818181818181818
2012.0,Beat Hazard,-0.6818181818181818
2013.0,Beat Hazard,-0.6818181818181818
2014.0,Beat Hazard,-0.6818181818181818
2015.0,Beat Hazard,0.31818181818181823
2011.0,Before the Echo,-1.0
2015.0,Before the Echo,0.0
2011.0,BioShock™,-0.4057971014492754
2012.0,BioShock™,-0.4057971014492754
2013.0,BioShock™,-0.4057971014492754
2014.0,BioShock™,-0.4057971014492754
2015.0,BioShock™,0.5942028985507246
2011.0,Blocks That Matter,-1.0
2014.0,Blocks That Matter,-1.0
2011.0,Borderlands,-0.4090909090909091
2012.0,Borderlands,-0.4090909090909091
2013.0,Borderlands,-0.4090909090909091
2014.0,Borderlands,-0.4090909090909091
2015.0,Borderlands,-0.4090909090909091
2011.0,Braid,-0.14285714285714285
2012.0,Braid,-0.14285714285714285
2014.0,Braid,-0.14285714285714285
2015.0,Braid,-0.14285714285714285
2011.0,Breath of Death VII,-1.0
2011.0,Burn Zombie Burn!,-1.0
2011.0,Burnout Paradise: The Ultimate Box,-0.5151515151515151
2012.0,Burnout Paradise: The Ultimate Box,-0.5151515151515151
2013.0,Burnout Paradise: The Ultimate Box,-0.5151515151515151
2014.0,Burnout Paradise: The Ultimate Box,0.48484848484848486
2015.0,Burnout Paradise: The Ultimate Box,0.48484848484848486
2011.0,Call of Duty®: Black Ops,-0.3611111111111111
2012.0,Call of Duty®: Black Ops,-0.3611111111111111
2013.0,Call of Duty®: Black Ops,-0.3611111111111111
2014.0,Call of Duty®: Black Ops,0.6388888888888888
2015.0,Call of Duty®: Black Ops,0.6388888888888888
2011.0,Call of Duty®: Modern Warfare® 2,-0.34408602150537637
2012.0,Call of Duty®: Modern Warfare® 2,-0.34408602150537637
2013.0,Call of Duty®: Modern Warfare® 2,0.6559139784946236
2014.0,Call of Duty®: Modern Warfare® 2,3.6559139784946235
2015.0,Call of Duty®: Modern Warfare® 2,0.6559139784946236
2011.0,Champions Online,-0.25
2014.0,Champions Online,-0.25
2015.0,Champions Online,0.75
2011.0,Cogs,-1.0
2011.0,Command & Conquer 4: Tiberian Twilight,1.0
2014.0,Command & Conquer 4: Tiberian Twilight,3.0
2011.0,Commander Keen,-0.5
2013.0,Commander Keen,0.5
2015.0,Commander Keen,-0.5
2011.0,Company of Heroes - Legacy Edition,-0.2608695652173913
2012.0,Company of Heroes - Legacy Edition,-0.2608695652173913
2013.0,Company of Heroes - Legacy Edition,-0.2608695652173913
2014.0,Company of Heroes - Legacy Edition,-0.2608695652173913
2015.0,Company of Heroes - Legacy Edition,-0.2608695652173913
2011.0,Counter-Strike,-0.39285714285714285
2012.0,Counter-Strike,-0.39285714285714285
2013.0,Counter-Strike,-0.39285714285714285
2014.0,Counter-Strike,-0.39285714285714285
2015.0,Counter-Strike,0.6071428571428572
2011.0,Counter-Strike: Condition Zero,-0.4166666666666667
2013.0,Counter-Strike: Condition Zero,-0.4166666666666667
2014.0,Counter-Strike: Condition Zero,2.5833333333333335
2015.0,Counter-Strike: Condition Zero,-0.4166666666666667
2011.0,Crayon Physics Deluxe,-1.0
2014.0,Crayon Physics Deluxe,0.0
2011.0,Cthulhu Saves the World,-0.4
2012.0,Cthulhu Saves the World,-0.4
2014.0,Cthulhu Saves the World,-0.4
2015.0,Cthulhu Saves the World,-0.4
2011.0,DC Universe™ Online,-0.47058823529411764
2012.0,DC Universe™ Online,-0.47058823529411764
2013.0,DC Universe™ Online,-0.47058823529411764
2014.0,DC Universe™ Online,2.5294117647058822
2015.0,DC Universe™ Online,3.5294117647058822
2011.0,DOOM 3,-0.3333333333333333
2014.0,DOOM 3,0.6666666666666667
2015.0,DOOM 3,-0.3333333333333333
2011.0,Dark Void™,-1.0
2011.0,Dead Space,0.10526315789473684
2013.0,Dead Space,0.10526315789473684
2014.0,Dead Space,0.10526315789473684
2015.0,Dead Space,0.10526315789473684
2011.0,Deus Ex: Game of the Year Edition,-0.47058823529411764
2012.0,Deus Ex: Game of the Year Edition,-0.47058823529411764
2013.0,Deus Ex: Game of the Year Edition,-0.47058823529411764
2014.0,Deus Ex: Game of the Year Edition,-0.47058823529411764
2015.0,Deus Ex: Game of the Year Edition,1.5294117647058822
2011.0,Dota 2,-0.27525906735751293
2012.0,Dota 2,0.7247409326424871
2013.0,Dota 2,7.724740932642487
2014.0,Dota 2,41.72474093264249
2015.0,Dota 2,35.72474093264249
2011.0,Duke Nukem Forever,-0.09090909090909091
2013.0,Duke Nukem Forever,-0.09090909090909091
2014.0,Duke Nukem Forever,0.9090909090909091
2011.0,Dungeon Defenders,-0.4358974358974359
2012.0,Dungeon Defenders,-0.4358974358974359
2013.0,Dungeon Defenders,-0.4358974358974359
2014.0,Dungeon Defenders,-0.4358974358974359
2015.0,Dungeon Defenders,-0.4358974358974359
2011.0,Dungeons of Dredmor,-0.42857142857142855
2012.0,Dungeons of Dredmor,-0.42857142857142855
2014.0,Dungeons of Dredmor,-0.42857142857142855
2011.0,Dwarfs!?,-0.5
2013.0,Dwarfs!?,-0.5
2014.0,Dwarfs!?,-0.5
2015.0,Dwarfs!?,-0.5
2011.0,E.Y.E: Divine Cybermancy,-0.35294117647058826
2012.0,E.Y.E: Divine Cybermancy,-0.35294117647058826
2013.0,E.Y.E: Divine Cybermancy,0.6470588235294117
2014.0,E.Y.E: Divine Cybermancy,-0.35294117647058826
2015.0,E.Y.E: Divine Cybermancy,-0.35294117647058826
2011.0,EVE Online,-0.13333333333333333
2013.0,EVE Online,-0.13333333333333333
2014.0,EVE Online,4.866666666666666
2015.0,EVE Online,-0.13333333333333333
2011.0,Earthworm Jim 3D,1.0
2011.0,Europa Universalis III Complete,-1.0
2012.0,Europa Universalis III Complete,-1.0
2011.0,Faerie Solitaire,-0.5714285714285714
2013.0,Faerie Solitaire,-0.5714285714285714
2014.0,Faerie Solitaire,-0.5714285714285714
2015.0,Faerie Solitaire,0.4285714285714286
2011.0,Fallout 3: Game of the Year Edition,-0.36363636363636365
2012.0,Fallout 3: Game of the Year Edition,-0.36363636363636365
2013.0,Fallout 3: Game of the Year Edition,-0.36363636363636365
2014.0,Fallout 3: Game of the Year Edition,1.6363636363636362
2015.0,Fallout 3: Game of the Year Edition,-0.36363636363636365
2011.0,Fantasy Wars,-1.0
2011.0,Flight Control HD,-1.0
2011.0,Foreign Legion: Buckets of Blood,0.0
2011.0,From Dust,1.1111111111111112
2014.0,From Dust,1.1111111111111112
2011.0,Frozen Synapse,-0.4
2013.0,Frozen Synapse,-0.4
2014.0,Frozen Synapse,0.6
2015.0,Frozen Synapse,-0.4
2011.0,Grand Theft Auto: Episodes from Liberty City,-0.7
2013.0,Grand Theft Auto: Episodes from Liberty City,0.30000000000000004
2014.0,Grand Theft Auto: Episodes from Liberty City,0.30000000000000004
2015.0,Grand Theft Auto: Episodes from Liberty City,-0.7
2011.0,Gratuitous Space Battles,-0.4
2012.0,Gratuitous Space Battles,-0.4
2013.0,Gratuitous Space Battles,0.6
2015.0,Gratuitous Space Battles,-0.4
2011.0,Greed Corp,-1.0
2011.0,Half-Life,-0.3114754098360656
2012.0,Half-Life,-0.3114754098360656
2013.0,Half-Life,-0.3114754098360656
2014.0,Half-Life,-0.3114754098360656
2015.0,Half-Life,-0.3114754098360656
2011.0,Half-Life 2,-0.2336448598130841
2012.0,Half-Life 2,-0.2336448598130841
2013.0,Half-Life 2,-0.2336448598130841
2014.0,Half-Life 2,5.766355140186916
2015.0,Half-Life 2,1.766355140186916
2011.0,Half-Life 2: Deathmatch,-0.46153846153846156
2013.0,Half-Life 2: Deathmatch,-0.46153846153846156
2014.0,Half-Life 2: Deathmatch,-0.46153846153846156
2015.0,Half-Life 2: Deathmatch,0.5384615384615384
2011.0,Half-Life 2: Episode One,-0.5625
2012.0,Half-Life 2: Episode One,-0.5625
2013.0,Half-Life 2: Episode One,-0.5625
2014.0,Half-Life 2: Episode One,0.4375
2015.0,Half-Life 2: Episode One,-0.5625
2011.0,Half-Life 2: Episode Two,-0.3684210526315789
2013.0,Half-Life 2: Episode Two,-0.3684210526315789
2014.0,Half-Life 2: Episode Two,-0.3684210526315789
2015.0,Half-Life 2: Episode Two,-0.3684210526315789
2011.0,Hard Reset Extended Edition,-0.4444444444444444
2012.0,Hard Reset Extended Edition,-0.4444444444444444
2013.0,Hard Reset Extended Edition,-0.4444444444444444
2014.0,Hard Reset Extended Edition,-0.4444444444444444
2015.0,Hard Reset Extended Edition,-0.4444444444444444
2011.0,Hitman: Blood Money,-0.6
2012.0,Hitman: Blood Money,-0.6
2013.0,Hitman: Blood Money,-0.6
2014.0,Hitman: Blood Money,-0.6
2015.0,Hitman: Blood Money,-0.6
2011.0,Jamestown,-1.0
2013.0,Jamestown,-1.0
2015.0,Jamestown,-1.0
2011.0,Jolly Rover,-1.0
2011.0,Just Cause,0.0
2014.0,Just Cause,0.0
2015.0,Just Cause,1.0
2011.0,Just Cause 2,-0.3258426966292135
2012.0,Just Cause 2,-0.3258426966292135
2013.0,Just Cause 2,0.6741573033707865
2014.0,Just Cause 2,3.6741573033707864
2015.0,Just Cause 2,1.6741573033707864
2011.0,LEGO® Star Wars™ - The Complete Saga,-0.75
2013.0,LEGO® Star Wars™ - The Complete Saga,-0.75
2014.0,LEGO® Star Wars™ - The Complete Saga,-0.75
2011.0,Left 4 Dead,-0.3939393939393939
2012.0,Left 4 Dead,-0.3939393939393939
2013.0,Left 4 Dead,-0.3939393939393939
2014.0,Left 4 Dead,-0.3939393939393939
2015.0,Left 4 Dead,0.6060606060606061
2011.0,Lugaru HD,-0.5
2015.0,Lugaru HD,-0.5
2011.0,Mafia II,-0.46511627906976744
2012.0,Mafia II,-0.46511627906976744
2013.0,Mafia II,-0.46511627906976744
2014.0,Mafia II,0.5348837209302326
2015.0,Mafia II,-0.46511627906976744
2011.0,Magicka,-0.30120481927710846
2012.0,Magicka,-0.30120481927710846
2013.0,Magicka,-0.30120481927710846
2014.0,Magicka,0.6987951807228916
2015.0,Magicka,0.6987951807228916
2011.0,Mass Effect,-0.9375
2012.0,Mass Effect,-0.9375
2013.0,Mass Effect,-0.9375
2014.0,Mass Effect,-0.9375
2011.0,Mass Effect 2,-0.7777777777777778
2012.0,Mass Effect 2,-0.7777777777777778
2013.0,Mass Effect 2,-0.7777777777777778
2014.0,Mass Effect 2,-0.7777777777777778
2015.0,Mass Effect 2,0.2222222222222222
2011.0,Medieval II: Total War™,-0.6086956521739131
2013.0,Medieval II: Total War™,-0.6086956521739131
2014.0,Medieval II: Total War™,-0.6086956521739131
2015.0,Medieval II: Total War™,-0.6086956521739131
2011.0,Men of War: Vietnam,2.0
2011.0,Men of War™,0.0
2012.0,Men of War™,0.0
2014.0,Men of War™,0.0
2011.0,Monday Night Combat,0.0
2013.0,Monday Night Combat,0.0
2011.0,Mount & Blade,-0.8333333333333334
2012.0,Mount & Blade,-0.8333333333333334
2013.0,Mount & Blade,-0.8333333333333334
2014.0,Mount & Blade,-0.8333333333333334
2015.0,Mount & Blade,-0.8333333333333334
2011.0,Mount & Blade: With Fire & Sword,-0.5
2012.0,Mount & Blade: With Fire & Sword,-0.5
2013.0,Mount & Blade: With Fire & Sword,-0.5
2014.0,Mount & Blade: With Fire & Sword,0.5
2015.0,Mount & Blade: With Fire & Sword,-0.5
2011.0,Napoleon: Total War™,-0.045454545454545456
2012.0,Napoleon: Total War™,-0.045454545454545456
2013.0,Napoleon: Total War™,-0.045454545454545456
2014.0,Napoleon: Total War™,0.9545454545454546
2015.0,Napoleon: Total War™,-0.045454545454545456
2011.0,NightSky,-1.0
2014.0,NightSky,-1.0
2011.0,Nuclear Dawn,-0.3333333333333333
2013.0,Nuclear Dawn,-0.3333333333333333
2014.0,Nuclear Dawn,0.6666666666666667
2015.0,Nuclear Dawn,1.6666666666666667
2011.0,NyxQuest: Kindred Spirits,-1.0
2011.0,Oddworld: Abe's Exoddus®,-0.8
2014.0,Oddworld: Abe's Exoddus®,-0.8
2015.0,Oddworld: Abe's Exoddus®,-0.8
2011.0,Oddworld: Abe's Oddysee®,-0.5555555555555556
2012.0,Oddworld: Abe's Oddysee®,-0.5555555555555556
2013.0,Oddworld: Abe's Oddysee®,-0.5555555555555556
2014.0,Oddworld: Abe's Oddysee®,-0.5555555555555556
2015.0,Oddworld: Abe's Oddysee®,-0.5555555555555556
2011.0,Operation Flashpoint: Dragon Rising,-0.2
2014.0,Operation Flashpoint: Dragon Rising,0.8
2015.0,Operation Flashpoint: Dragon Rising,0.8
2011.0,Orcs Must Die!,-0.5
2012.0,Orcs Must Die!,-0.5
2013.0,Orcs Must Die!,-0.5
2014.0,Orcs Must Die!,-0.5
2011.0,Overlord II,0.0
2011.0,Overlord™,0.0
2013.0,Overlord™,0.0
2014.0,Overlord™,0.0
2015.0,Overlord™,0.0
2011.0,PAYDAY™ The Heist,-0.3333333333333333
2012.0,PAYDAY™ The Heist,0.6666666666666667
2013.0,PAYDAY™ The Heist,1.6666666666666667
2014.0,PAYDAY™ The Heist,5.666666666666667
2015.0,PAYDAY™ The Heist,1.6666666666666667
2011.0,Peggle Extreme,0.0
2012.0,Peggle Extreme,0.0
2013.0,Peggle Extreme,0.0
2014.0,Peggle Extreme,1.0
2015.0,Peggle Extreme,0.0
2011.0,Poker Night at the Inventory,-0.3469387755102041
2012.0,Poker Night at the Inventory,-0.3469387755102041
2013.0,Poker Night at the Inventory,-0.3469387755102041
2014.0,Poker Night at the Inventory,4.653061224489796
2015.0,Poker Night at the Inventory,2.6530612244897958
2011.0,Portal 2,-0.478494623655914
2012.0,Portal 2,-0.478494623655914
2013.0,Portal 2,-0.478494623655914
2014.0,Portal 2,1.521505376344086
2015.0,Portal 2,0.521505376344086
2011.0,Prince of Persia®: The Sands of Time,-1.0
2014.0,Prince of Persia®: The Sands of Time,-1.0
2011.0,Psychonauts,-0.8461538461538461
2012.0,Psychonauts,-0.8461538461538461
2013.0,Psychonauts,-0.8461538461538461
2014.0,Psychonauts,-0.8461538461538461
2011.0,Puzzle Pirates,0.0
2012.0,Puzzle Pirates,0.0
2014.0,Puzzle Pirates,1.0
2015.0,Puzzle Pirates,0.0
2011.0,PuzzleQuest: Challenge of the Warlords,-0.3333333333333333
2011.0,Quake III Arena,-1.0
2015.0,Quake III Arena,-1.0
2011.0,RAGE,-0.2857142857142857
2013.0,RAGE,0.7142857142857143
2014.0,RAGE,-0.2857142857142857
2015.0,RAGE,-0.2857142857142857
2011.0,RIFT,-0.8333333333333334
2013.0,RIFT,-0.8333333333333334
2014.0,RIFT,2.1666666666666665
2015.0,RIFT,-0.8333333333333334
2011.0,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,-0.47058823529411764
2012.0,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,-0.47058823529411764
2013.0,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,-0.47058823529411764
2014.0,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,0.5294117647058824
2015.0,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,1.5294117647058822
2011.0,Revenge of the Titans,-1.0
2015.0,Revenge of the Titans,-1.0
2011.0,Rome: Total War™ - Collection,-0.7222222222222222
2012.0,Rome: Total War™ - Collection,-0.7222222222222222
2013.0,Rome: Total War™ - Collection,-0.7222222222222222
2014.0,Rome: Total War™ - Collection,-0.7222222222222222
2015.0,Rome: Total War™ - Collection,-0.7222222222222222
2011.0,S.T.A.L.K.E.R.: Clear Sky,-0.5555555555555556
2012.0,S.T.A.L.K.E.R.: Clear Sky,-0.5555555555555556
2014.0,S.T.A.L.K.E.R.: Clear Sky,0.4444444444444444
2015.0,S.T.A.L.K.E.R.: Clear Sky,-0.5555555555555556
2011.0,S.T.A.L.K.E.R.: Shadow of Chernobyl,-0.5
2012.0,S.T.A.L.K.E.R.: Shadow of Chernobyl,-0.5
2014.0,S.T.A.L.K.E.R.: Shadow of Chernobyl,0.5
2015.0,S.T.A.L.K.E.R.: Shadow of Chernobyl,-0.5
2011.0,STAR WARS™ Jedi Knight II - Jedi Outcast™,-0.6666666666666666
2015.0,STAR WARS™ Jedi Knight II - Jedi Outcast™,-0.6666666666666666
2011.0,STAR WARS™: The Force Unleashed™ II,0.125
2013.0,STAR WARS™: The Force Unleashed™ II,0.125
2014.0,STAR WARS™: The Force Unleashed™ II,0.125
2015.0,STAR WARS™: The Force Unleashed™ II,3.125
2011.0,Saints Row 2,-0.43243243243243246
2013.0,Saints Row 2,-0.43243243243243246
2014.0,Saints Row 2,1.5675675675675675
2015.0,Saints Row 2,1.5675675675675675
2011.0,Saints Row: The Third,-0.25
2012.0,Saints Row: The Third,-0.25
2013.0,Saints Row: The Third,-0.25
2014.0,Saints Row: The Third,0.75
2015.0,Saints Row: The Third,0.75
2011.0,Saints Row: The Third Initiation Station,-0.6666666666666666
2012.0,Saints Row: The Third Initiation Station,-0.6666666666666666
2014.0,Saints Row: The Third Initiation Station,-0.6666666666666666
2011.0,Section 8®: Prejudice™,0.3333333333333333
2012.0,Section 8®: Prejudice™,0.3333333333333333
2013.0,Section 8®: Prejudice™,0.3333333333333333
2011.0,Sengoku,-1.0
2011.0,Sniper: Ghost Warrior,0.16666666666666666
2013.0,Sniper: Ghost Warrior,1.1666666666666667
2014.0,Sniper: Ghost Warrior,0.16666666666666666
2015.0,Sniper: Ghost Warrior,1.1666666666666667
2011.0,Sonic Generations Collection,-0.6
2012.0,Sonic Generations Collection,-0.6
2014.0,Sonic Generations Collection,0.4
2015.0,Sonic Generations Collection,-0.6
